Age,Del 18O
35320,-40.32
35340,-41.15
35360,-41.07
35380,-41.78
35400,-41.43
35420,-42.55
35440,-42.75
35460,-40.94
35480,-40.48
35500,-41.43
35520,-42.29
35540,-42.17
35560,-42.27
35580,-42.69
35600,-42.35
35620,-41.61
35640,-41.13
35660,-42.61
35680,-40.75
35700,-41.33
35720,-43.09
35740,-44.65
35760,-43.53
35780,-43.97
35800,-42.63
35820,-40.61
35840,-42.17
35860,-40.98
35880,-42.14
35900,-41.24
35920,-42.27
35940,-41.85
35960,-41.38
35980,-42.1
36000,-42.25
36020,-41.11
36040,-41.95
36060,-42.48
36080,-41.12
36100,-40.66
36120,-41.59
36140,-41.99
36160,-41.77
36180,-41.91
36200,-41.62
36220,-41.1
36240,-40.36
36260,-39.93
36280,-39.32
36300,-39.57
36320,-38.89
36340,-38.93
36360,-40.35
36380,-40.21
36400,-39.15
36420,-39.5
36440,-37.59
36460,-39.33
36480,-40.21
36500,-40.24
36520,-40.15
36540,-40.91
36560,-41.34
36580,-40.68
36600,-39.81
36620,-40.31
36640,-40.72
36660,-40.8
36680,-41.81
36700,-39.81
36720,-39.61
36740,-38.93
36760,-38.75
36780,-40.76
36800,-39.03
36820,-38.63
36840,-38.73
36860,-38.27
36880,-38.66
36900,-38.57
36920,-38.43
36940,-38.16
36960,-40.28
36980,-38.72
37000,-37.73
37020,-38.67
37040,-38.83
37140,-38.74
37160,-39.12
37180,-38.39
37200,-39.02
37220,-37.45
37240,-37.92
37260,-38.44
37280,-38.06
37300,-37.88
37320,-37.8
37340,-38.09
37360,-38.93
37380,-38.97
37400,-38.84
37420,-38.51
37440,-38.03
37460,-37.61
37480,-37.66
37500,-37.7
37520,-38.48
37540,-37.65
37560,-38.23
37580,-38.02
37600,-37.88
37620,-37.64
37640,-37.48
37660,-37.58
37680,-38.08
37700,-36.65
37720,-37.22
37740,-37.37
37760,-38.02
37780,-38.43
37800,-37.7
37820,-37.12
37840,-37.72
37860,-37.1
37880,-38.79
37900,-37.62
37920,-37.32
37940,-38.05
37960,-37.77
37980,-37.61
38000,-36.64
38020,-38.24
38040,-38.18
38060,-37.21
38080,-38.1
38100,-37.52
38120,-37.64
38140,-36.91
38160,-37.15
38180,-37.51
38200,-37.67
38220,-37.2
38240,-37.56
38260,-36.26
38280,-37.56
38300,-37.8
38320,-37.07
38340,-37.09
38360,-36.5
38380,-37.08
38400,-37.5
38420,-38.28
38440,-40.08
38460,-41.78
38480,-41.47
38500,-40.84
38520,-41.52
38540,-40.35
38560,-42.03
38580,-42.21
38600,-40.67
38620,-42.03
38640,-42.39
38660,-40.46
38680,-41.39
38700,-41.03
38720,-41.98
38740,-41.32
38760,-40.61
38780,-41.29
38800,-42.74
38820,-41.45
38840,-39.77
38860,-40.42
38880,-41.81
38900,-41.27
38920,-41.19
38940,-40.26
38960,-41.86
38980,-42.34
39000,-40.87
39020,-40.72
39040,-41.22
39060,-42.49
39080,-40.6
39100,-42.01
39120,-40.99
39140,-40.72
39160,-41.99
39180,-42.6
39200,-41.62
39220,-40.8
39240,-42.26
39260,-41.67
39280,-41.49
39300,-41.34
39320,-40.67
39340,-41
39360,-41.77
39380,-40.3
39400,-40.55
39420,-40.22
39440,-40.35
39460,-41.47
39480,-40.82
39500,-41.35
39520,-42.15
39540,-43.16
39560,-42.78
39580,-41.45
39600,-41.79
39620,-42.65
39640,-41.77
39660,-42.48
39680,-41.82
39700,-41.18
39720,-41.53
39740,-41.28
39760,-41.19
39780,-41.36
39800,-40.9
39820,-42.26
39840,-42.72
39860,-41.46
39880,-41.56
39900,-41.54
39920,-42.5
39940,-41.19
39960,-39.71
39980,-40.69
40000,-42.64
40020,-41.19
40040,-40.44
40060,-41.4
40080,-39.48
40100,-39.41
40120,-39.43
40140,-39.12
40160,-38.32
40180,-38.51
40200,-38.34
40220,-39.29
40240,-40.25
40260,-41.24
40280,-40.14
40300,-40.22
40320,-40.52
40340,-40.47
40360,-40.1
40380,-40.14
40400,-39.87
40420,-40.56
40440,-41.93
40460,-41.02
40480,-41.76
40500,-40.29
40520,-40.03
40540,-41.55
40560,-40.83
40580,-40.7
40600,-41.69
40620,-42.82
40640,-41.9
40660,-40.38
40680,-40.6
40700,-41.48
40720,-40.74
40740,-40.28
40760,-40.13
40780,-39.3
40800,-38.56
40820,-39.06
40840,-38.93
40860,-38.11
40880,-38.66
40900,-38.77
40920,-39.22
40940,-38.87
40960,-39.71
40980,-39.06
41000,-38.73
41020,-39.68
41040,-37.76
41060,-37.95
41080,-38.4
41100,-38.13
41120,-38.07
41140,-37.87
41160,-37.79
41180,-38.64
41200,-40.59
41220,-40.35
41240,-40.79
41260,-41.32
41280,-41.15
41300,-40.85
41320,-41.22
41340,-40.98
41360,-40.82
41380,-41.44
41400,-41.71
41420,-41
41440,-40.99
41460,-41.98
41480,-41.31
41500,-41.57
41520,-41.53
41540,-41.8
41560,-41.58
41580,-41.29
41600,-41.76
41620,-41.88
41640,-40.64
41660,-39.71
41680,-39.39
41700,-39.76
41720,-39.23
41740,-39.11
41760,-40.16
41780,-40.11
41800,-39.6
41820,-39.33
41840,-38.87
41860,-40.28
41880,-39.91
41900,-39.22
41920,-40.25
41940,-39.24
41960,-39.74
41980,-38.83
42000,-38.78
42020,-39.38
42040,-38.58
42060,-38.52
42080,-38.04
42100,-38.87
42120,-38.22
42140,-37.82
42160,-38.12
42180,-38.1
42200,-38.84
42220,-38.88
42240,-38.54
42260,-38.24
42280,-38.17
42300,-37.97
42320,-38.26
42340,-38.41
42360,-38.46
42380,-38.62
42400,-37.62
42420,-37.41
42440,-37.74
42460,-38.78
42480,-38.19
42500,-38.09
42520,-37.97
42540,-37.93
42560,-38.04
42580,-38.61
42600,-41.57
42620,-41.17
42640,-41.59
42660,-41.47
42680,-42.13
42700,-41.88
42720,-41.98
42740,-41.85
42760,-41.28
42780,-42.13
42800,-42.2
42820,-41.88
42840,-42.31
42860,-42.02
42880,-41.25
42900,-39.85
42920,-41.58
42940,-41.83
42960,-41.76
42980,-41.29
43000,-41.16
43020,-41.38
43040,-42.28
43060,-41.23
43080,-40.66
43100,-40.73
43120,-40.95
43140,-41.42
43160,-41.3
43180,-41.72
43200,-41.12
43220,-40.31
43240,-40.15
43260,-39.21
43280,-38.28
43300,-38.44
43320,-38.54
43340,-38.66
43360,-38.45
43380,-39.35
43400,-40.16
43420,-40.88
43440,-40.73
43460,-40.07
43480,-40.01
43500,-38.89
43520,-39.28
43540,-40.05
43560,-39.88
43580,-39.99
43600,-39.53
43620,-39.47
43640,-39.82
43660,-40.33
43680,-39.88
43700,-39.95
43720,-39.85
43740,-39.83
43760,-38.63
43780,-39.33
43800,-39.93
43820,-40.03
43840,-39.17
43860,-39.83
43880,-38.21
43900,-38.59
43920,-38.95
43940,-39.37
43960,-39.68
43980,-38.8
44000,-38.65
44020,-39.01
44040,-39.54
44060,-39.47
44080,-39.58
44100,-39.45
44120,-39.32
44140,-38.69
44160,-38.51
44180,-38.06
44200,-38.68
44220,-38.59
44240,-38.94
44260,-38.95
44280,-37.78
44300,-38.65
44320,-38.57
44340,-38.11
44360,-37.97
44380,-38.06
44400,-38.53
44420,-38.13
44440,-37.31
44460,-37.78
44480,-38.11
44500,-38.67
44520,-38.42
44540,-38.37
44560,-38.29
44580,-38.29
44600,-38.29
44620,-37.79
44640,-38.71
44660,-37.74
44680,-38.02
44700,-37.6
44720,-38.44
44740,-38.39
44760,-37.55
44780,-37.66
44800,-37.28
44820,-37.54
44840,-37.42
44860,-36.79
44880,-37.62
44900,-37.25
44920,-36.88
44940,-36.99
44960,-36.96
44980,-37.17
45000,-37.44
45020,-37.44
45040,-38
45060,-37.85
45080,-36.35
45100,-36.92
45120,-36.87
45140,-36.72
45160,-37.67
45180,-37.29
45200,-36.11
45220,-37.31
45240,-38.16
45260,-37.91
45280,-36.01
45300,-36.84
45320,-36.66
45340,-36.88
45360,-36.68
45380,-36.1
45400,-38.9
45420,-40.22
45440,-41.12
45460,-41.21
45480,-41.15
45500,-41.05
45520,-41.46
45540,-40.33
45560,-40
45580,-41.07
45600,-41.77
45620,-40.95
45640,-40.6
45660,-40.96
45680,-40.42
45700,-40.81
45720,-39.74
45740,-40.08
45760,-40.16
45780,-39.96
45800,-40.77
45820,-40.19
45840,-40.55
45860,-40.07
45880,-40.73
45900,-40.44
45920,-40.45
45940,-40.33
45960,-41.24
45980,-41.18
46000,-41.57
46020,-40.37
46040,-41.47
46060,-41.2
46080,-40.53
46100,-39.88
46120,-40.81
46140,-41.29
46160,-39.9
46180,-40.49
46200,-40.86
46220,-40.31
46240,-41.62
46260,-42.12
46280,-41.33
46300,-40.31
46320,-41.77
46340,-39.8
46360,-40.96
46380,-41.39
46400,-41.52
46420,-40.13
46440,-40.4
46460,-40.21
46480,-40.12
46500,-39.76
46520,-39.22
46540,-39.13
46560,-39.78
46580,-39.81
46600,-39.75
46620,-39.02
46640,-40.12
46660,-38.9
46680,-39.69
46700,-39.73
46720,-38.72
46740,-39.54
46760,-39.43
46780,-39.37
46800,-39.24
46820,-39.76
46840,-39.42
46860,-38.1
46880,-38.3
46900,-38.43
46920,-38.26
46940,-37.8
46960,-38.57
46980,-38.2
47000,-38.47
47020,-38.94
47040,-40.61
47060,-39.38
47080,-38.99
47100,-39.33
47120,-39.08
47140,-38.16
47160,-38.52
47180,-38.51
47200,-38.14
47220,-38.21
47240,-40.09
47260,-41.27
47280,-40.7
47300,-40.53
47320,-40.72
47340,-40.1
47360,-39.97
47380,-40.62
47400,-39.53
47420,-40.75
47440,-40.06
47460,-39.44
47480,-38.63
47500,-38.75
47520,-38.95
47540,-38.66
47560,-39.16
47580,-39.27
47600,-39.11
47620,-39.95
47640,-39.91
47660,-38.81
47680,-39.36
47700,-40.39
47720,-39.76
47740,-40.28
47760,-39.38
47780,-39.62
47800,-39.72
47820,-39.05
47840,-38.8
47860,-39.69
47880,-39.07
47900,-40.04
47920,-39.96
47940,-39.9
47960,-39.07
47980,-39.74
48000,-39.48
48020,-39.4
48040,-39.1
48060,-39.27
48080,-38.49
48100,-39.39
48120,-40.22
48140,-39.68
48160,-39.77
48180,-38.97
48200,-39.38
48220,-39.79
48240,-38.21
48260,-39.28
48280,-38.53
48300,-39.18
48320,-39.11
48340,-39.29
48360,-38.41
48380,-39.53
48400,-39.42
48420,-38.98
48440,-39.75
48460,-40.25
48480,-40.14
48500,-39.75
48520,-38.5
48540,-38.76
48560,-38.88
48580,-40.36
48600,-39.3
48620,-38.36
48640,-40.38
48660,-39.61
48680,-40.01
48700,-39.06
48720,-38.97
48740,-39.61
48760,-39.31
48780,-38.92
48800,-39.02
48820,-39.2
48840,-38.41
48860,-38.87
48880,-39.34
48900,-38.23
48920,-38.28
48940,-38.64
48960,-38.91
48980,-39.47
49000,-39.44
49020,-38.83
49040,-38.6
49060,-39.16
49080,-39.61
49100,-38.79
49120,-39.39
49140,-40.07
49160,-39.44
49180,-39.06
49200,-39.18
49220,-38.67
49240,-38.45
49260,-38
49280,-37.6
49300,-37.54
49320,-38.53
49340,-38.6
49360,-39.35
49380,-38.97
49400,-38.9
49420,-38.78
49440,-37.99
49460,-37.93
49480,-37.98
49500,-38.57
49520,-38.52
49540,-38.36
49560,-38.66
49580,-38.82
49600,-38
49620,-38.13
49640,-37.66
49660,-37.91
49680,-38.31
49700,-38.55
49720,-37.81
49740,-37.8
49760,-37.87
49780,-38.17
49800,-37.99
49820,-38.03
49840,-37.18
49860,-38.32
49880,-38.7
49900,-37.94
49920,-37.94
49940,-38.22
49960,-38.4
49980,-37.28
50000,-37.46
50020,-38.01
50040,-38.23
50060,-38.4
50080,-37.94
50100,-37.94
50120,-38.03
50140,-38.04
50160,-38.02
50180,-37.99
50200,-37.99
50220,-39.42
50240,-39.43
50260,-38.69
50280,-38.11
50300,-38.07
50320,-38.31
50340,-39.04
50360,-38.69
50380,-37.05
50400,-37.3
50420,-38.64
50440,-38.24
50460,-37.92
50480,-37.78
50500,-37.73
50520,-37.52
50540,-36.71
50560,-36.73
50580,-36.61
50600,-37.52
50620,-37.43
50640,-37.44
50660,-36.96
50680,-37.54
50700,-37.73
50720,-37.15
50740,-38.1
50760,-37.9
50780,-37.74
50800,-37.68
50820,-37.35
50840,-37.91
50860,-38.21
50880,-37.58
50900,-37.59
50920,-37.81
50940,-37.21
50960,-38.15
50980,-37.82
51000,-38.13
51020,-37.7
51040,-37.9
51060,-38.21
51080,-37.71
51100,-37.24
51120,-36.79
51140,-37.48
51160,-37.03
51180,-37.86
51200,-36.38
51220,-36.57
51240,-37.89
51260,-36.85
51280,-36.83
51300,-37.6
51320,-36.85
51340,-36.25
51360,-37.27
51380,-37.04
51400,-37.07
51420,-37.23
51440,-36.98
51460,-36.65
51480,-37.44
51500,-37.42
51520,-36.76
51540,-38.02
51560,-38.19
51580,-37.44
51600,-37.75
51620,-37.27
51640,-37.23
51660,-37.3
51680,-36.98
51700,-36.74
51720,-36.4
51740,-35.81
51760,-36.61
51780,-36.79
51800,-37.16
51820,-37.53
51840,-35.9
51860,-37.82
51880,-37.69
51900,-38.13
51920,-38.12
51940,-37.14
51960,-37.21
51980,-36.65
52000,-37.55
52020,-36.8
52040,-37.78
52060,-37.21
52080,-36.95
52100,-36.33
52120,-38.24
52140,-37.4
52160,-36.27
52180,-36.04
52200,-37.35
52220,-38.95
52240,-39.56
52260,-41.08
52280,-41.17
52300,-40.53
52320,-40.94
52340,-40.93
52360,-39.93
52380,-39.71
52400,-40.36
52420,-40.82
52440,-40.36
52460,-39.3
52480,-39.59
52500,-40.98
52520,-40.85
52540,-40.3
52560,-40.98
52580,-40.89
52600,-39.95
52620,-39.9
52640,-39.87
52660,-40.17
52680,-40.56
52700,-40.06
52720,-39.57
52740,-39.11
52760,-38.86
52780,-38.2
52800,-36.99
52820,-36.59
52840,-36.07
52860,-36.13
52880,-38.09
52900,-39.78
52920,-40.08
52940,-39.99
52960,-40.06
52980,-41.37
53000,-40.34
53020,-40.01
53040,-40.65
53060,-40.13
53080,-40.01
53100,-40.05
53120,-40.89
53140,-41.67
53160,-41.79
53180,-41.34
53200,-39.18
53220,-40.39
53240,-41.35
53260,-39.9
53280,-39.65
53300,-38.46
53320,-36.52
53340,-36.19
53360,-37.08
53380,-37.64
53400,-37.37
53420,-36.8
53440,-36.91
53460,-37.27
53480,-38.16
53500,-37.71
53520,-37.46
53540,-37.45
53560,-37.58
53580,-37.63
53600,-37.6
53620,-36.76
53640,-36.87
53660,-37.25
53680,-38.01
53700,-37.62
53720,-37.69
53740,-37.77
53760,-37.68
53780,-37.91
53800,-37.84
53820,-37.57
53840,-36.64
53860,-36.94
53880,-37.44
53900,-38.54
53920,-39.16
53940,-39.68
53960,-40.25
53980,-41.68
54000,-41.43
54020,-41.01
54040,-40.18
54060,-39.32
54080,-40.09
54100,-41.09
54120,-40.27
54140,-40.19
54160,-39.97
54180,-39.54
54200,-39.79
54220,-40
54240,-40.17
54260,-40.23
54280,-39.74
54300,-39.75
54320,-40.08
54340,-38.91
54360,-39.87
54380,-40.39
54400,-40.38
54420,-39.88
54440,-41.18
54460,-40.12
54480,-39.55
54500,-39.74
54520,-39.04
54540,-39.44
54560,-39.7
54580,-39.95
54600,-40.19
54620,-38.78
54640,-39.54
54660,-39.64
54680,-39.53
54700,-39.58
54720,-39.65
54740,-38.29
54760,-38.1
54780,-38.51
54800,-38
54820,-37.76
54840,-38.54
54860,-38.57
54880,-37.83
54900,-37.73
54920,-38.2
54940,-37.95
54960,-37.81
54980,-38.11
55000,-38.9
55020,-38.11
55040,-37.72
55060,-37.79
55080,-38.84
55100,-38.93
55120,-39.21
55140,-39.36
55160,-39.29
55180,-38.78
55200,-38.92
55220,-38.89
55240,-38.76
55260,-38.59
55280,-38.68
55300,-39.07
55320,-39.45
55340,-39.68
55360,-39.64
55380,-39.01
55400,-38.66
55420,-38.44
55440,-38.33
55460,-38.34
55480,-38.16
55500,-39.29
55520,-39.48
55540,-39
55560,-38.29
55580,-37.72
55600,-39.08
55620,-39.21
55640,-38.97
55660,-38.72
55680,-37.78
55700,-37.66
55720,-38.7
55740,-38.51
55760,-37.9
55780,-38.48
55800,-38.74
55820,-39.52
55840,-37.77
55860,-37.96
55880,-38.21
55900,-38.61
55920,-38.58
55940,-38.51
55960,-38.34
55980,-37.64
56000,-38.07
56020,-39.66
56040,-38.52
56060,-38.24
56080,-37.94
56100,-37.25
56120,-36.61
56140,-36.96
56160,-37.59
56180,-37.72
56200,-37.86
56220,-37.94
56240,-37.81
56260,-37.54
56280,-37.47
56300,-37.18
56320,-36.75
56340,-37.13
56360,-37.39
56380,-36.81
56400,-36.82
56420,-37.7
56440,-36.6
56460,-37.99
56480,-37.22
56500,-37.37
56520,-38.56
56540,-38.24
56560,-37.42
56580,-36.94
56600,-36.85
56620,-36.84
56640,-37.08
56660,-38.45
56680,-39.92
56700,-39.34
56720,-40.5
56740,-39.27
56760,-38.47
56780,-39.23
56800,-38.74
56820,-36.9
56840,-36.01
56860,-36.48
56880,-36.51
56900,-35.95
56920,-37.67
56940,-38.97
56960,-41.44
56980,-41.23
57000,-40.68
57020,-40.19
57040,-40.45
57060,-40.23
57080,-40.27
57100,-40.48
57120,-40.28
57140,-40.22
57160,-39.56
57180,-39.58
57200,-40.14
57220,-38.89
57240,-38.28
57260,-38.54
57280,-37.54
57300,-36.87
57320,-37.06
57340,-37.77
57360,-38.16
57380,-37.24
57400,-37.41
57420,-36.05
57440,-37.07
57460,-37.86
57480,-38.04
57500,-38.74
57520,-38.89
57540,-39.17
57560,-38.09
57580,-36.84
57600,-37.67
57620,-37.17
57640,-37.51
57660,-36.63
57680,-36.55
57700,-36.7
57720,-36.78
57740,-36.6
57760,-36.56
57780,-36.82
57800,-37.19
57820,-37.22
57840,-35.97
57860,-36.48
57880,-37.21
57900,-38.73
57920,-40.51
57940,-40.39
57960,-40.19
57980,-40.07
58000,-40.73
58020,-41.05
58040,-40.53
58060,-40.04
58080,-40.63
58100,-38.63
58120,-38.67
58140,-38.35
58160,-36.45
58180,-36.15
58200,-36.29
58220,-36.72
58240,-36.13
58260,-35.93
58280,-36.75
58300,-35.94
58320,-38.77
58340,-39.66
58360,-40.5
58380,-40.7
58400,-39.87
58420,-40.99
58440,-41.56
58460,-41.08
58480,-40.96
58500,-40.9
58520,-40.33
58540,-39.87
58560,-41.53
58580,-40.83
58600,-40.28
58620,-40.77
58640,-42.39
58660,-42.02
58680,-41.16
58700,-41.62
58720,-41.56
58740,-40.93
58760,-40.55
58780,-41.29
58800,-41.63
58820,-41.48
58840,-41.46
58860,-41.72
58880,-42.02
58900,-41.45
58920,-40.59
58940,-40.33
58960,-40.31
58980,-40.34
59000,-40.43
59020,-40.21
59040,-40.67
59060,-40.66
59080,-39.43
59100,-41.09
59120,-40.48
59140,-40.29
59160,-40.42
59180,-40.13
59200,-39.73
59220,-40.31
59240,-40.82
59260,-40.73
59280,-40.93
59300,-40.72
59320,-40.87
59340,-41.19
59360,-40.97
59380,-41.56
59400,-41.28
59420,-40.8
59440,-40.34
59460,-41.02
59480,-41.02
59500,-41.03
59520,-41.08
59540,-41.26
59560,-41.85
59580,-41
59600,-40.67
59620,-41.79
59640,-40.67
59660,-39.94
59680,-39.79
59700,-40.03
59720,-39.8
59740,-41.87
59760,-41.77
59780,-41.29
59800,-40.94
59820,-39.98
59840,-40.62
59860,-41.29
59880,-41.57
59900,-39.92
59920,-40.84
59940,-40.94
59960,-40.51
59980,-39.53
60000,-42.66
60020,-41.76
60040,-41.33
60060,-41.27
60080,-41.53
60100,-41.5
60120,-40.93
60140,-40.9
60160,-41.85
60180,-39.9
60200,-39.9
60220,-40.35
60240,-40.97
60260,-41.19
60280,-40.65
60300,-40.94
60320,-41.71
60340,-40.91
60360,-41.16
60380,-41.35
60400,-41.48
60420,-40.83
60440,-40.68
60460,-40.72
60480,-41.81
60500,-41.66
60520,-41.82
60540,-42.41
60560,-42.09
60580,-41.87
60600,-41.75
60620,-42.19
60640,-41.7
60660,-41.44
60680,-41.28
60700,-42.13
60720,-41.74
60740,-41.65
60760,-42.65
60780,-41.55
60800,-41.53
60820,-41.89
60840,-41.34
60860,-40.99
60880,-40.92
60900,-41.32
60920,-41.72
60940,-41.6
60960,-41.39
60980,-41.42
61000,-42.06
61020,-42.05
61040,-41.44
61060,-41.28
61080,-41.69
61100,-42.07
61150,-41.54
61200,-41.1
61250,-41.55
61300,-40.76
61350,-40.75
61400,-41.44
61450,-41.25
61500,-40.11
61550,-40.81
61600,-40.92
61650,-41.38
61700,-41.09
61750,-40.56
61800,-38.1
61850,-38.36
61900,-38.1
61950,-38.2
62000,-37.9
62050,-38.72
62100,-41.05
62150,-41.97
62200,-41.83
62250,-41.18
62300,-41.87
62350,-41.21
62400,-41.27
62450,-40.84
62500,-41.06
62550,-40.54
62600,-41.51
62650,-40.84
62700,-40.54
62750,-41.82
62800,-42.05
62850,-41.25
62900,-42.2
62950,-42.6
63000,-41.44
63050,-41.43
63100,-42.18
63150,-42.18
63200,-41.83
63250,-41.35
63300,-42.19
63350,-40.86
63400,-40.63
63450,-41.75
63500,-41.17
63550,-40.98
63600,-41.11
63650,-40.67
63700,-41.55
63750,-41.66
63800,-41.99
63850,-40.78
63900,-41.62
63950,-41.14
64000,-41.18
64050,-40.76
64100,-41.51
64150,-40.83
64200,-41.71
64250,-42.49
64300,-41.92
64350,-42
64400,-42.32
64450,-41.6
64500,-41.94
64550,-42.82
64600,-41.76
64650,-41.89
64700,-42.37
64750,-43.33
64800,-41.97
64850,-41.55
64900,-41.33
64950,-42.56
65000,-42.41
65050,-41.88
65100,-41.93
65150,-42.44
65200,-41.02
65250,-40.89
65300,-42
65350,-42.17
65400,-40.81
65450,-42.22
65500,-41.36
65550,-41.27
65600,-40.95
65650,-40.28
65700,-39.31
65750,-38.62
65800,-38.39
65850,-37.77
65900,-38.74
65950,-41.51
66000,-43.08
66050,-42.24
66100,-41.83
66150,-43.41
66200,-42.6
66250,-41.8
66300,-41.49
66350,-41.37
66400,-41.85
66450,-41.42
66500,-40.5
66550,-40.65
66600,-40.21
66650,-40.22
66700,-40.27
66750,-40.79
66800,-39.72
66850,-40.01
66900,-39.53
66950,-37.44
67000,-38.38
67050,-37.91
67100,-38
67150,-38.2
67200,-38.19
67250,-38.2
67300,-38.1
67350,-38.4
67400,-37.87
67450,-38.07
67500,-37.94
67550,-38.84
67600,-37.79
67650,-37.48
67700,-37.77
67750,-37.97
67800,-38.35
67850,-37.73
67900,-37.34
67950,-38.15
68000,-37.34
68050,-37.22
68100,-36.89
68150,-37.33
68200,-37.39
68250,-37.25
68300,-37.54
68350,-36.97
68400,-36.24
68450,-36.68
68500,-36.91
68550,-36.39
68600,-35.3
68650,-36.59
68700,-36.9
68750,-36.09
68800,-38.99
68850,-42.14
68900,-42.56
68950,-42.65
69000,-43.04
69050,-43.3
69100,-43.51
69150,-41.89
69200,-42.25
69250,-42.77
69300,-42.05
69350,-42.03
69400,-42.66
69450,-43.65
69500,-43.22
69550,-43.26
69600,-42.82
69650,-43.38
69700,-43.63
69750,-42.81
69800,-43.07
69850,-42.4
69900,-40.89
69950,-40.82
70000,-39.84
70050,-38.65
70100,-39.18
70150,-39.76
70200,-39.46
70250,-39.26
70300,-39.25
70350,-38.98
70400,-39.11
70450,-39.34
70500,-39.7
70550,-38.76
70600,-38.97
70650,-38.85
70700,-38.96
70750,-38.6
70800,-38.4
70850,-38.37
70900,-38.24
70950,-38.45
71000,-38.3
71050,-37.8
71100,-38.75
71150,-38.38
71200,-38.78
71250,-37.92
71300,-37.79
71350,-38.1
71400,-38.4
71450,-37.95
71500,-38.05
71550,-38.18
71600,-37.82
71650,-38.1
71700,-38.13
71750,-37.49
71800,-37.31
71850,-37.89
71900,-37.08
71950,-37.08
72000,-37.01
72050,-36.97
72100,-37.2
72150,-37.32
72200,-37.32
72250,-37.33
72300,-37.46
72350,-37.45
72400,-37.32
72450,-37
72500,-36.91
72550,-36.76
72600,-36.39
72650,-36.81
72700,-37.11
72750,-36.77
72800,-36.77
72850,-36.63
72900,-36.68
72950,-36.37
73000,-36.79
73050,-37.3
73100,-40.07
73150,-41.91
73200,-41.54
73250,-41.78
73300,-41.35
73350,-41.13
73400,-41.43
73450,-42.6
73500,-42.32
73550,-41.06
73600,-42.1
73650,-41.91
73700,-41.38
73750,-41.83
73800,-41.91
73850,-42.21
73900,-42.48
73950,-41.78
74000,-40.83
74050,-40.25
74100,-40.07
74150,-38.86
74200,-39.23
74250,-38.65
74300,-38.66
74350,-38.52
74400,-38.62
74450,-38.69
74500,-38.54
74550,-39.51
74600,-40
74650,-40.17
74700,-39.47
74750,-39.86
74800,-39.68
74850,-39.29
74900,-39.23
74950,-38.99
75000,-39.25
75050,-39.35
75100,-39.01
75150,-38.99
75200,-38.68
75250,-38.98
75300,-37.84
75350,-38.17
75400,-38.07
75450,-38.31
75500,-38.48
75550,-37.95
75600,-38.19
75650,-38.25
75700,-38.61
75750,-38.17
75800,-38.53
75850,-37.75
75900,-37.2
75950,-37.99
76000,-39.09
76050,-38.92
76100,-38.79
76150,-39.35
76200,-38.78
76250,-38.64
76300,-38.71
76350,-39.36
76400,-38.96
76450,-38.55
76500,-38.7
76550,-39.42
76600,-38.67
76650,-38.19
76700,-38.79
76750,-38.36
76800,-38.29
76850,-38.35
76900,-38.55
76950,-37.91
77000,-38.08
77050,-38.73
77100,-38.71
77150,-37.99
77200,-37.88
77250,-38.66
77300,-38.4
77350,-38.09
77400,-37.83
77450,-38.04
77500,-37.95
77550,-38.34
77600,-38.06
77650,-37.79
77700,-38.19
77750,-38.16
77800,-37.79
77850,-38.07
77900,-37.33
77950,-37.69
78000,-38.03
78050,-37.44
78100,-37.45
78150,-38.27
78200,-37.74
78250,-37.78
78300,-37.37
78350,-36.86
78400,-37.19
78450,-37.62
78500,-37.24
78550,-37.27
78600,-37.46
78650,-37.1
78700,-37.56
78750,-37
78800,-37.4
78850,-37.2
78900,-37.03
78950,-36.95
79000,-36.76
79050,-37.28
79100,-36.73
79150,-36.45
79200,-36.85
79250,-36.73
79300,-36.54
79350,-37.03
79400,-37.03
79450,-36.99
79500,-36.56
79550,-36.5
79600,-36.99
79650,-37.18
79700,-37.05
79750,-36.84
79800,-36.69
79850,-36.83
79900,-36.84
79950,-37.41
80000,-37.31
80050,-37.54
80100,-37.1
80150,-36.99
80200,-37.28
80250,-37.08
80300,-37.33
80350,-36.75
80400,-36.19
80450,-37.07
80500,-37.03
80550,-36.81
80600,-36.36
80650,-37.55
80700,-36.88
80750,-36.65
80800,-37.02
80850,-37
80900,-37.21
80950,-36.87
81000,-36.73
81050,-36
81100,-35.9
81150,-35.91
81200,-36.4
81250,-36.57
81300,-36.67
81350,-37.2
81400,-36.8
81450,-36.9
81500,-37.03
81550,-36.58
81600,-36.82
81650,-37.3
81700,-36.88
81750,-36.86
81800,-36.53
81850,-35.52
81900,-36.45
81950,-36.32
82000,-36.22
82050,-36.21
82100,-36.12
82150,-36.01
82200,-36.66
82250,-36.5
82300,-37.03
82350,-37.03
82400,-36.69
82450,-36.93
82500,-36.5
82550,-36.38
82600,-36.35
82650,-36.31
82700,-36.61
82750,-36.27
82800,-36.62
82850,-36.51
82900,-36.6
82950,-37.57
83000,-36.72
83050,-36.46
83100,-36.78
83150,-36.84
83200,-36.57
83250,-36.35
83300,-36.54
83350,-36.14
83400,-35.93
83450,-36.12
83500,-36.05
83550,-36.18
83600,-35.73
83650,-35.73
83700,-36.01
83750,-35.7
83800,-35.65
83850,-34.92
83900,-35.18
83950,-35.92
84000,-37.44
84050,-38.57
84100,-38.07
84150,-38.89
84200,-38.97
84250,-38.75
84300,-38.45
84350,-38.45
84400,-36.56
84450,-36.04
